county,state,area
Autauga, Alabama,604.49
Baldwin, Alabama,2027.08
Barbour, Alabama,904.59
Bibb, Alabama,625.5
Blount, Alabama,650.65
Bullock, Alabama,626.11
Butler, Alabama,777.99
Calhoun, Alabama,612.35
Chambers, Alabama,603.15
Cherokee, Alabama,600
Chilton, Alabama,700.8
Choctaw, Alabama,920.91
Clarke, Alabama,1252.6
Clay, Alabama,606.05
Cleburne, Alabama,561.06
Coffee, Alabama,680.52
Colbert, Alabama,623.66
Conecuh, Alabama,852.58
Coosa, Alabama,666.41
Covington, Alabama,1043.95
Crenshaw, Alabama,610.91
Cullman, Alabama,754.86
Dale, Alabama,562.72
Dallas, Alabama,993.46
DeKalb, Alabama,778.71
Elmore, Alabama,657.26
Escambia, Alabama,953.04
Etowah, Alabama,548.81
Fayette, Alabama,629.38
Franklin, Alabama,646.55
Geneva, Alabama,578.96
Greene, Alabama,659.99
Hale, Alabama,656.52
Henry, Alabama,568.38
Houston, Alabama,581.71
Jackson, Alabama,1126.82
Jefferson, Alabama,1123.87
Lamar, Alabama,605.51
Lauderdale, Alabama,718.84
Lawrence, Alabama,718.13
Lee, Alabama,615.61
Limestone, Alabama,607.12
Lowndes, Alabama,725.09
Macon, Alabama,613.29
Madison, Alabama,812.89
Marengo, Alabama,982.92
Marion, Alabama,743.62
Marshall, Alabama,623.21
Mobile, Alabama,1644.14
Monroe, Alabama,1034.62
Montgomery, Alabama,799.81
Morgan, Alabama,599.09
Perry, Alabama,724.13
Pickens, Alabama,890.1
Pike, Alabama,672.15
Randolph, Alabama,584.15
Russell, Alabama,647.44
St. Clair, Alabama,653.66
Shelby, Alabama,809.6
Sumter, Alabama,913.35
Talladega, Alabama,760.32
Tallapoosa, Alabama,766.3
Tuscaloosa, Alabama,1352.03
Walker, Alabama,805.36
Washington, Alabama,1088.62
Wilcox, Alabama,907.54
Winston, Alabama,631.9
Aleutians East, Alaska,15011.77
Aleutians West, Alaska,14114.7
Anchorage, Alaska,1961.51
Bethel, Alaska,45954.59
Bristol Bay, Alaska,917.61
Denali, Alaska,0
Dillingham, Alaska,20613.12
Fairbanks North Star, Alaska,7443.68
Haines, Alaska,2754.1
Hoonah-Angoon, Alaska,17500.23
Juneau, Alaska,3081.12
Kenai Peninsula, Alaska,21664.33
Ketchikan Gateway, Alaska,1743.55
Kodiak Island, Alaska,11845.9
Lake and Peninsula, Alaska,29008.24
Matanuska-Susitna, Alaska,25232.41
Nome, Alaska,28276.17
North Slope, Alaska,93823.1
Northwest Arctic, Alaska,40660.96
Petersburg, Alaska,8973.77
Prince of Wales-Hyder, Alaska,12566.41
Sitka, Alaska,4849.75
Skagway, Alaska,0
Southeast Fairbanks, Alaska,26235.44
Valdez-Cordova, Alaska,43515.67
Wade Hampton, Alaska,19680.08
Wrangell, Alaska,0
Yakutat, Alaska,0
Yukon-Koyukuk, Alaska,158995.95
Apache, Arizona,11219.17
Cochise, Arizona,6219.32
Coconino, Arizona,18662.57
Gila, Arizona,4796.14
Graham, Arizona,4641.47
Greenlee, Arizona,1848.55
La Paz, Arizona,4513.66
Maricopa, Arizona,9224.86
Mohave, Arizona,13470.5
Navajo, Arizona,9960.22
Pima, Arizona,9189.44
Pinal, Arizona,5374.49
Santa Cruz, Arizona,1238.22
Yavapai, Arizona,8128.33
Yuma, Arizona,5519.32
Arkansas, Arkansas,1033.85
Ashley, Arkansas,939.16
Baxter, Arkansas,586.78
Benton, Arkansas,876.82
Boone, Arkansas,601.86
Bradley, Arkansas,654.43
Calhoun, Arkansas,632.59
Carroll, Arkansas,642.33
Chicot, Arkansas,690.93
Clark, Arkansas,882.68
Clay, Arkansas,641.47
Cleburne, Arkansas,591.95
Cleveland, Arkansas,598.84
Columbia, Arkansas,766.94
Conway, Arkansas,566.71
Craighead, Arkansas,713.03
Crawford, Arkansas,604.24
Crittenden, Arkansas,636.73
Cross, Arkansas,622.38
Dallas, Arkansas,668.21
Desha, Arkansas,819.57
Drew, Arkansas,835.71
Faulkner, Arkansas,664.05
Franklin, Arkansas,619.72
Fulton, Arkansas,620.36
Garland, Arkansas,734.61
Grant, Arkansas,633.06
Greene, Arkansas,579.69
Hempstead, Arkansas,741.42
Hot Spring, Arkansas,622.2
Howard, Arkansas,595.24
Independence, Arkansas,771.64
Izard, Arkansas,584.07
Jackson, Arkansas,641.5
Jefferson, Arkansas,913.75
Johnson, Arkansas,682.78
Lafayette, Arkansas,545.11
Lawrence, Arkansas,592.39
Lee, Arkansas,619.5
Lincoln, Arkansas,572.21
Little River, Arkansas,564.9
Logan, Arkansas,731.55
Lonoke, Arkansas,802.48
Madison, Arkansas,837.13
Marion, Arkansas,640.38
Miller, Arkansas,637.53
Mississippi, Arkansas,919.8
Monroe, Arkansas,621.46
Montgomery, Arkansas,800.34
Nevada, Arkansas,620.83
Newton, Arkansas,823.24
Ouachita, Arkansas,739.7
Perry, Arkansas,560.51
Phillips, Arkansas,727.34
Pike, Arkansas,613.93
Poinsett, Arkansas,763.44
Polk, Arkansas,862.47
Pope, Arkansas,830.84
Prairie, Arkansas,675.81
Pulaski, Arkansas,807.91
Randolph, Arkansas,656.08
St. Francis, Arkansas,642.44
Saline, Arkansas,730.5
Scott, Arkansas,898.15
Searcy, Arkansas,668.56
Sebastian, Arkansas,546.07
Sevier, Arkansas,581.38
Sharp, Arkansas,606.39
Stone, Arkansas,609.47
Union, Arkansas,1055.36
Van Buren, Arkansas,724.36
Washington, Arkansas,956.07
White, Arkansas,1042.43
Woodruff, Arkansas,594.09
Yell, Arkansas,948.89
Alameda, California,821.26
Alpine, California,743.23
Amador, California,604.26
Butte, California,1677.22
Calaveras, California,1036.92
Colusa, California,1156.32
Contra Costa, California,802.18
Del Norte, California,1229.84
El Dorado, California,1791.29
Fresno, California,6017.89
Glenn, California,1327.25
Humboldt, California,4052.52
Imperial, California,4482.08
Inyo, California,10227.75
Kern, California,8162.03
Kings, California,1391.58
Lake, California,1329.59
Lassen, California,4720.61
Los Angeles, California,4752.32
Madera, California,2153.39
Marin, California,828.22
Mariposa, California,1462.89
Mendocino, California,3878.5
Merced, California,1972.02
Modoc, California,4203.62
Mono, California,3131.89
Monterey, California,3771.11
Napa, California,788.34
Nevada, California,974.54
Orange, California,947.91
Placer, California,1500.24
Plumas, California,2613.75
Riverside, California,7303.81
Sacramento, California,995.65
San Benito, California,1390.81
San Bernardino, California,20106.39
San Diego, California,4525.92
San Francisco, California,231.89
San Joaquin, California,1426.37
San Luis Obispo, California,3615.73
San Mateo, California,741.07
Santa Barbara, California,3789.56
Santa Clara, California,1304.53
Santa Cruz, California,607.72
Shasta, California,3847.61
Sierra, California,962.03
Siskiyou, California,6347.81
Solano, California,906.85
Sonoma, California,1768.35
Stanislaus, California,1514.8
Sutter, California,608.86
Tehama, California,2962.3
Trinity, California,3207.79
Tulare, California,4839.41
Tuolumne, California,2274.52
Ventura, California,2208.36
Yolo, California,1022.87
Yuba, California,643.55
Adams, Colorado,1197.83
Alamosa, Colorado,723.59
Arapahoe, Colorado,805.47
Archuleta, Colorado,1354.65
Baca, Colorado,2557.24
Bent, Colorado,1541.25
Boulder, Colorado,751.4
Broomfield, Colorado,0
Chaffee, Colorado,1015.07
Cheyenne, Colorado,1781.5
Clear Creek, Colorado,396.47
Conejos, Colorado,1290.99
Costilla, Colorado,1230.55
Crowley, Colorado,800.38
Custer, Colorado,739.95
Delta, Colorado,1148.61
Denver, Colorado,154.88
Dolores, Colorado,1068.14
Douglas, Colorado,842.81
Eagle, Colorado,1691.89
Elbert, Colorado,1851.01
El Paso, Colorado,2129.71
Fremont, Colorado,1534.06
Garfield, Colorado,2956.08
Gilpin, Colorado,150.26
Grand, Colorado,1869.7
Gunnison, Colorado,3259.94
Hinsdale, Colorado,1123.22
Huerfano, Colorado,1593.36
Jackson, Colorado,1621.05
Jefferson, Colorado,778.2
Kiowa, Colorado,1785.87
Kit Carson, Colorado,2161.71
Lake, Colorado,383.93
La Plata, Colorado,1700.03
Larimer, Colorado,2634
Las Animas, Colorado,4775.74
Lincoln, Colorado,2586.56
Logan, Colorado,1844.96
Mesa, Colorado,3341.28
Mineral, Colorado,877.82
Moffat, Colorado,4751.21
Montezuma, Colorado,2040.08
Montrose, Colorado,2242.71
Morgan, Colorado,1293.97
Otero, Colorado,1269.81
Ouray, Colorado,542.26
Park, Colorado,2210.82
Phillips, Colorado,687.78
Pitkin, Colorado,973.28
Prowers, Colorado,1644.46
Pueblo, Colorado,2397.86
Rio Blanco, Colorado,3223.1
Rio Grande, Colorado,913.13
Routt, Colorado,2368.19
Saguache, Colorado,3170.46
San Juan, Colorado,388.31
San Miguel, Colorado,1288.54
Sedgwick, Colorado,549.64
Summit, Colorado,619.29
Teller, Colorado,558.99
Washington, Colorado,2524.29
Weld, Colorado,4021.76
Yuma, Colorado,2369.22
Fairfield, Connecticut,837.01
Hartford, Connecticut,750.61
Litchfield, Connecticut,944.63
Middlesex, Connecticut,439.07
New Haven, Connecticut,862.06
New London, Connecticut,771.71
Tolland, Connecticut,417.03
Windham, Connecticut,521.51
Kent, Delaware,800.14
New Castle, Delaware,493.53
Sussex, Delaware,1195.7
Alachua, Florida,969.18
Baker, Florida,588.92
Bay, Florida,1033.35
Bradford, Florida,300.06
Brevard, Florida,1557.25
Broward, Florida,1319.74
Calhoun, Florida,574.38
Charlotte, Florida,859.28
Citrus, Florida,773.24
Clay, Florida,643.73
Collier, Florida,2305.09
Columbia, Florida,801.12
DeSoto, Florida,639.55
Dixie, Florida,863.71
Duval, Florida,918.28
Escambia, Florida,893.94
Flagler, Florida,570.79
Franklin, Florida,1026.45
Gadsden, Florida,528.51
Gilchrist, Florida,355.49
Glades, Florida,986.19
Gulf, Florida,755.78
Hamilton, Florida,519.35
Hardee, Florida,638.38
Hendry, Florida,1189.89
Hernando, Florida,589.12
Highlands, Florida,1106.36
Hillsborough, Florida,1266.36
Holmes, Florida,488.75
Indian River, Florida,616.97
Jackson, Florida,954.67
Jefferson, Florida,636.68
Lafayette, Florida,547.96
Lake, Florida,1156.51
Lee, Florida,1212
Leon, Florida,701.83
Levy, Florida,1412.41
Liberty, Florida,843.22
Madison, Florida,715.89
Manatee, Florida,892.84
Marion, Florida,1663.1
Martin, Florida,752.86
Miami-Dade, Florida,2429.59
Monroe, Florida,3737.42
Nassau, Florida,725.9
Okaloosa, Florida,1082.09
Okeechobee, Florida,891.98
Orange, Florida,1004.31
Osceola, Florida,1506.49
Palm Beach, Florida,2386.53
Pasco, Florida,868.02
Pinellas, Florida,607.75
Polk, Florida,2010.19
Putnam, Florida,827.22
St. Johns, Florida,821.47
St. Lucie, Florida,688.13
Santa Rosa, Florida,1155.31
Sarasota, Florida,725.27
Seminole, Florida,344.9
Sumter, Florida,580.35
Suwannee, Florida,691.94
Taylor, Florida,1232.05
Union, Florida,249.72
Volusia, Florida,1432.51
Wakulla, Florida,735.78
Walton, Florida,1238.13
Washington, Florida,615.84
Appling, Georgia,512.15
Atkinson, Georgia,344.12
Bacon, Georgia,285.94
Baker, Georgia,349.19
Baldwin, Georgia,267.52
Banks, Georgia,233.88
